lambda,Aki,fik,Acc,Ei,Ek,Type,
2817.456,1.3e+07,1.0e-02,D+,64425.405,99918.563,,
2817.9162,3.4e+07,2.7e-02,D+,43238.6066,78725.822,,
2819.085,3.7e+06,5.9e-03,D+,69650.481,105123.005,,
2820.017,1.0e+07,9.e-03,D+,70314.624,105775.517,,
2820.741,2.0e+06,2.4e-03,D,54275.649,89727.383,,
2821.5201,1.1e+07,1.0e-02,D+,62065.528,97507.414,,
2822.891,3.5e+07,2.8e-02,D+,62689.874,98114.577,,
2823.259,4.3e+05,5.e-04,D,73969.761,109389.879,,
2823.504,2.6e+05,3.1e-04,D,26170.1810,61587.205,,
2824.1589,2.1e+06,2.9e-03,D+,25428.7893,60837.560,,
2824.705,3.0e+06,3.6e-03,D+,64286.354,99688.355,,
2824.977,2.1e+06,2.5e-03,D+,64425.405,99824.051,,
2825.408,3.7e+06,3.0e-03,D+,44784.7859,80178.005,,
2826.577,1.4e+06,1.4e-03,D+,25428.7893,60807.239,,
2826.8574,4.5e+06,4.0e-03,D+,27314.9183,62689.874,,
2828.259,2.4e+06,3.3e-03,D+,26170.1810,61527.610,,
2829.4609,6.9e+06,6.9e-03,C,26170.1810,61512.630,,
2829.5122,9.e+06,7.1e-03,D+,27620.4033,62962.215,,
2831.757,7.e+05,7.e-04,D,30764.4737,66078.272,,
2832.061,3.4e+05,5.e-04,D,69606.567,104916.552,,
2832.39379,7.6e+07,1.38e-01,C+,25787.5816,61093.406,,
2832.7126,1.4e+07,9.e-03,D+,45044.1916,80346.060,,
2833.9186,4.5e+07,5.5e-02,C+,43238.6066,78525.442,,
2834.023,2.3e+06,6.e-03,D,62829.071,98114.577,,
2835.841,1.1e+06,1.8e-03,D,64425.405,99688.355,,
2835.935,1.2e+06,1.5e-03,D,72169.004,107430.742,,
2836.5452,5.1e+07,9.3e-02,C+,25787.5816,61041.734,,
2836.739,1.8e+06,2.1e-03,D+,70523.694,105775.517,,
2837.019,5.4e+06,6.5e-03,D+,31364.4554,66612.659,,
2837.3475,1.0e+07,2.4e-02,D+,31368.453,66612.659,,
2838.1327,1.9e+06,2.8e-03,D+,26352.7671,61587.205,,
2839.0497,9.e+07,5.2e-02,D+,43620.9842,78844.031,,
2840.34773,1.46e+08,1.42e-01,C+,44232.5398,79439.496,,
2840.6344,5.8e+07,8.8e-02,C+,42658.2444,77861.650,,
2840.858,4.5e+06,6.8e-03,D+,69606.567,104807.215,,
2841.1784,8.e+06,9.e-03,D+,25428.7893,60625.446,,
2841.48473,7.6e+07,1.85e-01,C+,26932.7348,62125.604,,
2841.5932,1.5e+07,2.2e-02,D+,30388.5451,65580.065,,
2842.193,4.3e+05,5.e-04,D,25805.3270,60989.444,,
2842.911,1.5e+06,1.8e-03,D,25981.6451,61156.827,,
2843.523,4.5e+05,5.e-04,D,30388.5451,65556.271,,
2844.153,1.40e+06,1.70e-03,C,26352.7671,61512.630,,
2844.321,1.0e+07,1.7e-02,D+,31364.4554,66522.310,,
2844.6173,1.2e+07,2.1e-02,D+,74498.093,109652.241,,
2844.7574,4.4e+06,5.3e-03,D+,62962.215,98114.577,,
2845.7941,5.5e+07,6.7e-02,D+,45206.4704,80346.060,,
2846.2175,5.6e+06,6.8e-03,D+,31387.9788,66522.310,,
2846.2611,6.1e+07,7.4e-02,D+,45044.1916,80178.005,,
2846.321,1.4e+07,8.e-03,D+,72043.060,107176.093,,
2846.43090,1.6e+08,1.4e-01,C,44753.8179,79885.523,,
2847.771,3.3e+07,4.1e-02,D+,64806.494,99921.670,,
2848.049,1.7e+04,1.6e-05,E,25981.6451,61093.406,,
2848.6103,5.1e+07,6.1e-02,D+,43620.9842,78725.822,,
2848.7203,9.6e+07,1.17e-01,C+,74498.093,109601.572,,
2848.8887,1.3e+07,2.1e-02,D+,26055.4120,61156.827,,
2848.9053,6.9e+06,5.6e-03,D+,71964.750,107065.951,,
2848.9432,9.9e+07,1.20e-01,C+,44784.7859,79885.523,,
2849.1568,1.59e+08,1.29e-01,C+,45079.9019,80178.005,,
2849.7418,5.3e+06,5.4e-03,D+,32909.883,68000.785,,
2849.806,4.2e+05,6.e-04,D,73393.771,108483.877,,
2850.0070,6.8e+07,4.1e-02,D+,64834.069,99921.670,,
2850.4002,3.7e+06,4.5e-03,D+,73966.843,109049.611,,
2850.4424,4.6e+06,6.8e-03,D+,25805.3270,60887.606,,
2850.724,3.6e+05,6.e-04,D,73492.248,108571.060,,
2851.548,6.8e+06,8.e-03,D+,67516.328,102584.984,,
2852.243,2.4e+06,2.2e-03,D+,25981.6451,61041.734,,
2852.5591,1.96e+08,1.19e-01,C+,45289.8248,80346.060,,
2853.4596,4.4e+07,6.2e-02,C+,73603.537,108648.712,,
2853.704,1.7e+06,4.0e-03,C+,26932.7348,61974.931,,
2854.048,2.3e+06,2.8e-03,D+,26055.4120,61093.406,,
2854.952,6.5e+06,8.e-03,D+,73603.537,108630.427,,
2855.273,3.8e+06,4.7e-03,D+,72043.060,107065.951,,
2856.251,2.4e+06,2.2e-03,D+,75600.900,110611.830,,
2856.5062,9.e+06,1.4e-02,D+,25981.6451,60989.444,,
2856.5303,6.4e+06,8.e-03,D+,27314.9183,62322.445,,
2856.9861,5.0e+06,6.1e-03,D+,25805.3270,60807.239,,
2857.2158,4.4e+07,7.2e-02,C,43238.6066,78237.709,,
2857.576,5.2e+06,4.2e-03,D+,74606.864,109601.572,,
2857.74801,1.33e+08,1.62e-01,C+,44446.9051,79439.496,,
2858.0115,1.2e+07,2.0e-02,D+,31387.9788,66377.315,,
2858.258,2.0e+06,2.5e-03,D,26055.4120,61041.734,,
2859.17964,4.8e+07,7.1e-02,C+,30388.5451,65363.607,,
2859.365,8.e+06,4.8e-03,D+,38214.503,73187.318,,
2859.4686,3.0e+07,7.3e-02,D+,45206.4704,80178.005,,
2859.647,4.3e+06,5.2e-03,D+,75600.900,110570.312,,
2862.008,1.7e+05,2.0e-04,E,8680.4706,43620.9842,,
2862.402,1.4e+06,1.4e-03,D,65556.271,100492.025,,
2862.402,5.e+05,8.e-04,D,71964.750,106900.373,,
2862.738,3.1e+05,5.e-04,D,30764.4737,65696.053,,
2863.794,2.9e+06,3.6e-03,D+,69650.481,104569.226,,
2863.941,1.7e+06,2.1e-03,D,73189.114,108105.938,,
2864.9634,2.0e+07,3.6e-02,D+,43620.9842,78525.442,,
2865.167,4.5e+06,5.6e-03,D+,71964.750,106866.770,,
2865.219,3.8e+05,6.e-04,D,26055.4120,60956.781,,
2865.582,1.7e+06,2.1e-03,D,72169.004,107065.951,,
2865.811,4.3e+06,5.3e-03,D+,31483.1979,66377.315,,
2866.2977,1.3e+07,1.6e-02,D+,45289.8248,80178.005,,
2867.0414,7.8e+07,1.15e-01,B+,73751.276,108630.427,,
2867.3811,1.1e+07,1.4e-02,D+,69606.567,104481.606,,
2868.5852,8.e+06,1.2e-02,D+,73603.537,108463.918,,
2868.891,2.8e+06,3.4e-03,D+,69650.481,104507.058,,
2869.1987,9.e+06,2.2e-02,D+,72212.989,107065.951,,
2869.717,7.e+05,9.e-04,D,8391.9554,43238.6066,,
2869.994,1.4e+06,2.2e-03,D+,27314.9183,62158.126,,
2870.155,4.0e+07,7.5e-02,C+,45044.1916,79885.523,,
2870.543,1.1e+06,1.0e-03,D,27314.9183,62151.554,,
2870.9287,1.3e+07,1.6e-02,D+,71964.750,106796.679,,
2871.450,7.e+05,1.2e-03,D,25981.6451,60807.239,,
2871.568,1.4e+06,1.7e-03,D+,68000.785,102824.994,,
2871.596,1.0e+06,1.2e-03,D,73393.771,108217.596,,
2871.9024,2.2e+06,3.3e-03,D+,25805.3270,60625.446,,
2871.974,3.0e+06,3.1e-03,D+,26170.1810,60989.444,,
2872.1162,8.e+06,1.0e-02,D+,62689.874,97507.414,,
2873.103,4.5e+06,5.5e-03,D+,45079.9019,79885.523,,
2873.2280,1.7e+07,1.7e-02,D+,26352.7671,61156.827,,
2874.24064,4.6e+07,7.1e-02,C+,30764.4737,65556.271,,
2876.041,3.8e+06,3.8e-03,D+,72130.375,106900.373,,
2876.1911,1.4e+07,2.1e-02,D+,27314.9183,62083.118,,
2877.3976,9.e+06,1.7e-02,D+,72043.060,106796.679,,
2877.6477,9.6e+06,1.19e-02,B,27314.9183,62065.528,,
2877.935,4.5e+05,6.e-04,D,73492.248,108239.375,,
2877.999,6.2e+06,8.e-03,D+,72429.675,107176.093,,
2880.0902,3.6e+06,3.6e-03,D+,30388.5451,65109.691,,
2880.580,9.e+05,9.e-04,D,70523.694,105238.815,,
2880.970,3.5e+06,3.2e-03,D+,70523.694,105234.246,,
2881.6014,2.2e+06,2.8e-03,C,7955.3186,42658.2444,,
2881.6760,8.e+06,1.3e-02,D+,27620.4033,62322.445,,
2882.029,1.9e+06,3.5e-03,D,72169.004,106866.770,,
2883.3511,1.08e+08,1.35e-01,B+,73966.843,108648.712,,
2883.590,2.8e+06,4.0e-03,D+,73969.761,108648.712,,
2883.706,6.4e+06,8.e-03,D+,72169.004,106846.649,,
2884.219,9.e+05,1.1e-03,D,66078.272,100749.825,,
2884.5559,1.5e+07,2.2e-02,D+,26170.1810,60837.560,,
2884.872,4.5e+06,4.8e-03,D+,73966.843,108630.427,,
2884.9469,1.0e+07,1.0e-02,D+,72261.742,106924.441,,
2885.031,1.8e+06,3.0e-03,D+,72238.564,106900.373,,
2885.1153,1.14e+08,1.42e-01,B+,73969.761,108630.427,,
2885.6103,2.5e+07,4.1e-02,C+,44784.7859,79439.496,,
2885.877,1.2e+07,7.3e-03,D+,72524.561,107176.093,,
2886.778,3.8e+06,4.0e-03,D+,32875.6409,67516.328,,
2887.088,7.e+05,7.e-04,D,26170.1810,60807.239,,
2887.8188,5.5e+06,6.8e-03,D+,72238.564,106866.770,,
2888.160,1.9e+06,1.6e-03,D,27620.4033,62244.515,,
2888.495,1.4e+06,1.4e-03,D,63948.803,98568.907,,
2888.9425,6.1e+06,1.1e-02,D+,25787.5816,60402.333,,
2889.499,3.1e+06,2.6e-03,D+,72238.564,106846.649,,
2890.009,3.2e+06,4.1e-03,D+,70314.624,104916.552,,
2890.2342,2.1e+07,2.6e-02,D+,70523.694,105123.005,,
2891.946,5.e+05,6.e-04,D,65109.691,99688.355,,
2893.680,1.8e+05,3.4e-04,E,8680.4706,43238.6066,,
2894.031,3.1e+06,3.8e-03,D+,70314.624,104868.522,,
2894.915,8.e+05,1.4e-03,D,31387.9788,65931.358,,
2895.6256,5.7e+06,9.e-03,D+,26352.7671,60887.606,,
2895.947,1.6e+06,2.0e-03,D,27620.4033,62151.554,,
2896.0678,1.1e+07,1.7e-02,D+,31483.1979,66012.775,,
2896.150,6.e+05,9.e-04,D,72238.564,106767.226,,
2896.199,9.e+06,1.1e-02,D+,64040.891,98568.907,,
2897.320,2.2e+06,2.1e-03,D+,72352.046,106866.770,,
2898.1131,1.8e+07,1.5e-02,D+,27620.4033,62125.604,,
2898.4364,8.e+06,1.0e-02,D+,69606.567,104107.939,,
2898.597,8.e+05,1.3e-03,D,33501.2957,68000.785,,
2898.7957,8.e+06,1.0e-02,D+,73966.843,108463.918,,
2898.8364,9.e+06,1.2e-02,D+,63948.803,98445.410,,
2899.1740,3.5e+07,4.4e-02,C+,70314.624,104807.215,,
2899.588,1.0e+06,1.7e-03,D,38164.220,72651.914,,
2900.1045,3.8e+07,6.3e-02,C+,64087.408,98568.907,,
2901.058,1.2e+07,1.5e-02,D+,70523.694,104993.879,,
2901.5055,1.6e+07,1.5e-02,D+,75600.900,110065.766,,
2901.618,2.9e+05,4.6e-04,D,65109.691,99573.244,,
2901.871,3.2e+06,3.3e-03,D+,72261.742,106722.187,,
2903.0569,5.0e+06,4.2e-03,D+,72619.499,107065.951,,
2903.170,8.8e+05,1.48e-03,C+,27620.4033,62065.528,,
2903.213,6.e+05,5.e-04,D,72352.046,106796.679,,
2903.318,3.2e+06,4.1e-03,D+,30388.5451,64831.951,,
2905.408,5.9e+06,7.4e-03,D+,63876.325,98294.909,,
2905.696,3.2e+06,4.0e-03,D+,72352.046,106767.226,,
2906.356,1.6e+06,2.6e-03,D+,75600.900,110008.310,,
2906.5950,2.9e+07,4.5e-02,C+,64040.891,98445.410,,
2906.973,4.4e+06,1.1e-02,D+,26932.7348,61332.753,,
2908.705,1.3e+05,1.2e-04,E,7955.3186,42334.8444,,
2909.227,4.1e+06,5.3e-03,D+,69650.481,104023.921,,
2909.506,7.e+05,1.2e-03,D,72352.046,106722.187,,
2910.233,7.e+05,1.3e-03,D,49506.922,83868.450,,
2910.400,6.e+05,1.0e-03,D,45079.9019,79439.496,,
2911.5386,2.5e+07,3.8e-02,C+,63948.803,98294.909,,
2911.614,1.5e+06,1.9e-03,D+,30764.4737,65109.691,,
2911.867,2.9e+06,5.5e-03,D+,72524.561,106866.770,,
2912.4065,2.0e+06,3.4e-03,D+,69650.481,103986.338,,
2912.6504,6.1e+07,1.04e-01,C+,69650.481,103983.496,,
2913.1516,5.e+05,7.e-04,D,73393.771,107720.879,,
2917.002,5.e+04,6.e-05,E,7955.3186,42237.0575,,
2917.068,1.6e+06,2.7e-03,D+,72619.499,106900.373,,
2917.778,2.3e+05,3.6e-04,D,26352.7671,60625.446,,
2917.938,2.7e+06,4.6e-03,D+,36252.931,70523.694,,
2918.316,1.4e+05,2.3e-04,E,8391.9554,42658.2444,,
2918.6876,2.4e+07,6.3e-02,D+,64806.494,99068.465,,
2919.3829,2.6e+07,3.9e-02,C+,63876.325,98130.136,,
2919.940,5.e+05,7.e-04,D,72619.499,106866.770,,
2921.0397,4.8e+07,6.2e-02,D+,64834.069,99068.465,,
2922.880,3.8e+06,6.1e-03,D+,31483.1979,65696.053,,
2925.015,5.e+05,8.e-04,D,38164.220,72352.046,,
2926.988,6.e+05,9.e-04,D,69606.567,103771.342,,
2927.44164,5.1e+06,8.2e-03,C,7955.3186,42114.8380,,
2928.454,8.e+05,1.3e-03,D,72619.499,106767.226,,
2928.707,2.9e+06,2.8e-03,D+,72651.914,106796.679,,
2928.813,4.8e+06,8.e-03,D+,64425.405,98568.907,,
2929.3588,2.4e+07,4.7e-02,D+,66612.659,100749.825,,
2931.135,1.1e+06,1.2e-03,D,72650.698,106767.226,,
2934.576,8.e+05,1.2e-03,D,69606.567,103683.078,,
2935.0047,6.5e+06,8.e-03,D+,72650.698,106722.187,,
2935.111,4.6e+05,7.e-04,D,72651.914,106722.187,,
2935.350,6.e+05,9.e-04,D,30764.4737,64831.951,,
2935.452,8.e+05,9.e-04,D,70314.624,104380.941,,
2936.7417,8.4e+07,8.2e-02,C+,75600.900,109652.241,,
2936.872,5.e+05,7.e-04,D,33466.4943,67516.328,,
2939.7091,1.7e+07,2.2e-02,D+,65556.271,99573.244,,
2940.367,4.e+05,3.4e-04,E,8391.9554,42401.3198,,
2940.9725,6.4e+07,1.04e-01,C+,69606.567,103608.921,,
2941.765,2.4e+06,2.6e-03,D+,65580.065,99573.244,,
2941.836,1.6e+06,1.7e-03,D+,65696.053,99688.355,,
2942.338,6.8e+06,1.2e-02,D+,75915.080,109901.523,,
2943.7976,2.0e+07,3.4e-02,D+,66522.310,100492.025,,
2944.028,4.5e+05,6.e-04,D,72130.375,106097.530,,
2945.25604,3.5e+07,2.3e-02,D+,13673.2045,47626.110,,
2946.125,6.e+04,7.e-05,E,8391.9554,42334.8444,,
2946.676,2.2e+06,2.9e-03,D+,58666.199,92602.711,,
2948.51654,2.01e+07,1.75e-02,B,13474.4474,47389.809,,
2948.51654,9.e+05,1.4e-03,D,72130.375,106045.712,,
2949.137,2.7e+05,4.5e-04,D,73016.184,106924.441,,
2950.04321,2.5e+07,2.6e-02,D+,30388.5451,64286.354,,
2951.839,4.8e+06,6.2e-03,D+,65696.053,99573.244,,
2951.953,7.e+05,1.0e-03,D,25787.5816,59663.440,,
2954.63715,5.2e+06,9.1e-03,C,8391.9554,42237.0575,,
2954.919,1.2e+06,1.5e-03,D,27314.9183,61156.827,,
2955.060,3.5e+06,3.0e-03,D+,66078.272,99918.563,,
2958.981,1.5e+06,1.9e-03,D+,58631.623,92426.967,,
2959.165,4.8e+06,5.1e-03,D+,70314.624,104107.939,,
2959.387,1.6e+06,2.1e-03,D+,44446.9051,78237.709,,
2959.982,2.7e+06,3.5e-03,D+,72261.742,106045.712,,
2960.4640,1.0e+07,1.0e-02,D+,27314.9183,61093.406,,
2960.6993,1.4e+07,1.3e-02,D+,44915.057,78690.860,,
2962.138,9.e+05,6.e-04,E,8680.4706,42439.8511,,
2962.342,2.3e+06,3.1e-03,D+,65931.358,99688.355,,
2963.326,1.4e+06,1.9e-03,D,66078.272,99824.051,,
2963.786,1.6e+06,2.1e-03,D,44784.7859,78525.442,,
2964.9984,4.6e+06,4.6e-03,D+,27314.9183,61041.734,,
2965.4896,6.5e+06,9.e-03,D+,13904.8604,47626.110,,
2965.89759,9.4e+06,1.24e-02,B,13673.2045,47389.809,,
2966.261,1.1e+06,1.0e-03,D,27620.4033,61332.753,,
2966.8326,4.0e+06,6.6e-03,D+,73016.184,106722.187,,
2968.5493,8.3e+07,7.3e-02,C+,75915.080,109601.572,,
2968.594,2.6e+06,2.5e-03,D+,70523.694,104209.618,,
2969.609,2.4e+05,4.e-04,E,27314.9183,60989.444,,
2969.740,7.3e+07,1.0e-01,D+,66248.647,99921.670,,
2970.80298,2.3e+07,2.3e-02,D+,30764.4737,64425.405,,
2971.3818,2.70e+06,5.4e-03,B,8680.4706,42334.8444,,
2971.5608,4.2e+06,4.4e-03,C+,30388.5451,64040.891,,
2972.877,1.4e+06,1.8e-03,D,45206.4704,78844.031,,
2973.284,4.0e+05,6.e-04,D,72130.375,105763.286,,
2973.616,9.e+05,1.2e-03,D,44232.5398,77861.650,,
2976.802,9.e+05,1.2e-03,E,8846.7837,42439.8511,,
2979.717,7.2e+05,9.5e-04,C,30388.5451,63948.803,,
2979.942,9.e+06,8.e-03,D+,44929.532,78487.144,,
2979.994,5.e+05,9.e-04,D,31999.049,65556.271,,
2980.2227,1.6e+06,4.3e-03,C,8846.7837,42401.3198,,
2981.517,1.6e+06,2.1e-03,D+,58631.623,92171.690,,
2981.829,1.1e+06,1.9e-03,D,27620.4033,61156.827,,
2982.9312,2.4e+07,4.8e-02,D+,36126.412,69650.481,,
2983.125,1.2e+06,1.5e-03,D,30764.4737,64286.354,,
2985.049,5.3e+06,5.4e-03,D+,70523.694,104023.921,,
2985.084,1.9e+06,2.0e-03,D+,70314.624,103814.552,,
2985.164,7.e+05,6.e-04,D,74606.864,108105.938,,
2985.69601,4.3e+07,5.7e-02,C,13474.4474,46967.4751,,
2985.761,6.e+05,1.0e-03,D,27314.9183,60807.239,,
2985.8328,5.4e+07,9.7e-02,C+,67000.530,100492.025,,
2985.962,6.e+05,8.e-04,D,57411.086,90901.130,,
2986.41635,2.39e+07,6.4e-02,B,13904.8604,47389.809,,
2986.508,1.2e+06,1.7e-03,D,44753.8179,78237.709,,
2987.2147,4.1e+07,8.2e-02,C+,67273.833,100749.825,,
2988.384,2.7e+06,4.3e-03,D+,64831.951,98294.909,,
2988.4062,5.5e+06,7.4e-03,D+,70523.694,103986.338,,
2988.6601,8.8e+07,1.17e-01,C+,70523.694,103983.496,,
2989.940,7.e+05,9.e-04,D,45079.9019,78525.442,,
2992.108,1.4e+06,1.9e-03,D,27620.4033,61041.734,,
2992.701,1.0e+06,1.6e-03,D,44446.9051,77861.650,,
2996.847,1.0e+06,1.3e-03,D,70314.624,103683.078,,
2998.170,9.e+06,1.5e-02,D+,36252.931,69606.567,,
2998.580,3.0e+06,4.0e-03,D+,72169.004,105518.142,,
2998.854,1.6e+06,1.1e-03,D,57493.333,90839.488,,
2999.724,4.2e+05,8.e-04,D,27620.4033,60956.781,,
2999.724,9.e+05,1.8e-03,D,72043.060,105379.425,,
3000.9369,3.0e+06,3.1e-03,D+,30764.4737,64087.408,,
3001.122,4.9e+06,5.5e-03,D+,73603.537,106924.441,,
3001.170,8.e+05,2.2e-03,D,57578.490,90898.878,,
3001.998,4.9e+06,6.6e-03,D+,66377.315,99688.355,,
3002.185,1.0e+07,6.5e-03,D+,66612.659,99921.670,,
3002.2753,1.3e+07,3.5e-02,D+,64806.494,98114.577,,
3002.476,3.9e+06,5.2e-03,D+,66612.659,99918.563,,
3002.847,4.1e+06,5.5e-03,D+,66522.310,99824.051,,
3003.192,2.0e+06,3.6e-03,D+,31811.814,65109.691,,
3003.51873,9.2e+07,1.25e-01,B+,70314.624,103608.921,,
3003.51873,1.79e+07,3.6e-02,C+,13673.2045,46967.4751,,
3004.7617,3.1e+07,4.1e-02,D+,64834.069,98114.577,,
3005.133,8.6e+05,1.16e-03,C+,30764.4737,64040.891,,
3011.081,5.0e+06,4.5e-03,D+,46967.4751,80178.005,,
3016.266,7.2e+06,1.0e-02,D+,73054.913,106208.574,,
3016.6727,5.7e+06,6.3e-03,D+,73751.276,106900.373,,
3017.819,1.7e+06,2.3e-03,D,57493.333,90629.811,,
3020.888,6.e+04,7.e-05,E,32909.883,66012.775,,
3022.191,3.3e+06,9.e-03,D+,72429.675,105518.142,,
3022.294,4.e+05,4.e-04,E,27314.9183,60402.333,,
3022.502,9.e+05,1.6e-03,D,70523.694,103608.921,,
3023.540,1.4e+06,1.5e-03,D,70523.694,103597.409,,
3025.876,6.2e+06,9.e-03,D+,72429.675,105477.924,,
3026.349,3.5e+06,2.4e-03,D,72043.060,105086.265,,
3027.62668,3.4e+05,6.e-04,D,71964.750,104993.879,,
3028.082,2.7e+06,7.4e-03,D+,76577.436,109601.572,,
3031.948,1.1e+06,2.0e-03,D,72238.564,105220.610,,
3034.318,1.3e+07,9.e-03,D+,47389.809,80346.060,,
3034.522,1.5e+06,2.6e-03,D+,73143.346,106097.530,,
3034.522,9.e+06,1.6e-02,D+,73091.630,106045.712,,
3036.223,6.5e+06,9.e-03,D+,72524.561,105460.233,,
3036.497,3.4e+06,4.7e-03,D+,74498.093,107430.742,,
3037.8474,2.2e+07,3.1e-02,C+,46967.4751,79885.523,,
3039.660,5.e+05,9.e-04,D,31387.9788,64286.354,,
3040.484,1.7e+06,3.6e-03,D+,72524.561,105414.186,,
3041.619,3.1e+06,3.5e-03,D+,70314.624,103191.968,,
3041.799,9.e+06,1.6e-02,D+,73143.346,106018.682,,
3041.799,3.5e+06,3.3e-03,D+,71964.750,104839.990,,
3042.369,4.2e+06,5.8e-03,D+,77742.736,110611.830,,
3042.422,4.2e+06,5.8e-03,D+,72352.046,105220.610,,
3043.257,4.4e+05,6.e-04,D,60270.351,93129.879,,
3044.989,4.5e+06,4.1e-03,D+,72619.499,105460.233,,
3045.720,1.2e+06,2.2e-03,D+,31999.049,64831.951,,
3046.205,5.e+05,5.e-04,D,44915.057,77742.736,,
3046.941,1.3e+07,3.6e-02,D+,66248.647,99068.465,,
3047.546,9.e+05,1.2e-03,D,44929.532,77742.736,,
3047.997,6.1e+06,9.e-03,D+,66248.647,99057.089,,
3048.681,1.6e+06,2.2e-03,D,74606.864,107407.818,,
3049.8784,3.8e+07,5.4e-02,D+,47389.809,80178.005,,
3052.571,6.1e+06,9.e-03,D+,73016.184,105775.517,,
3056.2388,5.7e+07,8.e-02,D+,47626.110,80346.060,,
3056.374,1.0e+07,9.e-03,D+,77742.736,110461.272,,
3056.712,8.e+05,1.1e-03,D,65580.065,98294.909,,
3057.691,1.7e+06,2.0e-03,D+,32875.6409,65580.065,,
3059.252,2.1e+06,3.9e-03,D+,67000.530,99688.355,,
3059.604,1.5e+06,1.7e-03,D+,73091.630,105775.517,,
3060.755,1.0e+06,1.6e-03,D+,73091.630,105763.286,,
3062.161,1.8e+06,2.6e-03,D,72429.675,105086.265,,
3062.993,1.9e+07,1.4e-02,D+,67273.833,99921.670,,
3063.1255,1.4e+07,1.6e-02,D+,32909.883,65556.271,,
3066.102,1.2e+06,1.7e-03,D,72619.499,105234.246,,
3066.2058,2.9e+06,4.1e-03,D+,31811.814,64425.405,,
3066.858,2.7e+05,3.1e-04,D,72261.742,104868.522,,
3068.722,8.e+05,8.e-04,D,72651.914,105238.815,,
3069.645,4.3e+05,4.6e-04,D,33501.2957,66078.272,,
3070.831,1.5e+06,2.6e-03,D+,72352.046,104916.552,,
3071.586,9.e+05,1.0e-03,D,30388.5451,62945.045,,
3072.0172,2.6e+07,7.3e-02,D+,47626.110,80178.005,,
3072.169,1.3e+06,2.9e-03,D,67273.833,99824.051,,
3072.572,2.2e+06,2.1e-03,D,66522.310,99068.465,,
3072.620,3.2e+06,3.7e-03,D+,72261.742,104807.215,,
3075.587,3.1e+05,6.e-04,D,65931.358,98445.410,,
3075.943,3.2e+06,4.5e-03,D+,70314.624,102824.994,,
3076.5679,2.7e+05,3.8e-04,D,72261.742,104765.459,,
3077.3288,3.8e+07,8.0e-02,C+,47389.809,79885.523,,
3078.0627,1.4e+07,1.6e-02,D+,32875.6409,65363.607,,
3079.220,3.1e+06,3.3e-03,D+,72651.914,105127.773,,
3079.57431,5.6e+07,1.05e-01,C+,46967.4751,79439.496,,
3081.313,2.2e+05,3.2e-04,D,32909.883,65363.607,,
3083.920,6.e+05,6.e-04,D,31999.049,64425.405,,
3090.180,3.0e+06,5.0e-03,D+,72261.742,104622.308,,
3090.288,2.2e+06,4.2e-03,D+,38164.220,70523.694,,
3097.1925,1.9e+06,2.7e-03,D+,31999.049,64286.354,,
3097.698,4.2e+05,7.e-04,D,66012.775,98294.909,,
3099.250,3.1e+06,4.4e-03,D+,72650.698,104916.552,,
3099.365,1.7e+06,3.1e-03,D+,72651.914,104916.552,,
3099.832,4.1e+05,6.e-04,D,74606.864,106866.770,,
3102.785,9.1e+05,1.7e-03,D+,31811.814,64040.891,,
3103.613,2.2e+06,2.1e-03,D,72619.499,104839.990,,
3106.0684,7.5e+06,5.4e-03,D+,31364.4554,63559.498,,
3106.4550,7.0e+06,1.0e-02,D+,31368.453,63559.498,,
3107.4662,1.88e+06,2.7e-03,C+,30764.4737,62945.045,,
3107.884,6.e+05,6.e-04,D,72651.914,104828.163,,
3114.148,7.e+05,8.e-04,D,73016.184,105127.773,,
3115.1986,6.4e+06,9.e-03,D+,31364.4554,63465.134,,
3115.5866,2.5e+06,7.3e-03,D+,31368.453,63465.134,,
3116.519,2.2e+06,2.4e-03,D+,72651.914,104739.057,,
3117.4840,5.5e+06,5.3e-03,D+,31387.9788,63465.134,,
3118.379,9.e+06,9.e-03,D+,67000.530,99068.465,,
3119.202,2.5e+06,2.8e-03,D+,60270.351,92329.905,,
3119.762,1.3e+06,2.2e-03,D+,72261.742,104315.373,,
3124.631,2.4e+06,2.7e-03,D+,60270.351,92274.123,,
3126.769,1.0e+06,1.2e-03,D+,66463.542,98445.410,,
3127.181,1.7e+06,2.5e-03,D+,73016.184,104993.879,,
3127.181,5.e+05,6.e-04,D,72130.375,104107.939,,
3129.919,1.4e+05,2.5e-04,E,31999.049,63948.803,,
3132.012,1.0e+07,1.2e-02,D+,78137.404,110065.766,,
3132.629,7.e+05,8.e-04,D,32909.883,64831.951,,
3133.956,1.5e+06,3.2e-03,D,31364.4554,63272.981,,
3134.666,5.e+05,9.e-04,D,60270.351,92171.690,,
3135.136,9.e+06,1.4e-02,D+,66672.336,98568.907,,
3135.894,7.e+05,1.6e-03,D,60441.042,92329.905,,
3136.27076,9.e+06,1.3e-02,D+,31387.9788,63272.981,,
3136.447,8.e+05,1.1e-03,D+,66411.712,98294.909,,
3137.670,1.6e+06,3.0e-03,D+,78137.404,110008.310,,
3138.1451,1.0e+07,2.9e-02,D+,66248.647,98114.577,,
3139.0897,9.e+06,1.3e-02,D+,66589.042,98445.410,,
3140.979,8.e+05,1.7e-03,D,60445.279,92282.470,,
3141.5556,9.e+06,1.4e-02,D+,66463.542,98294.909,,
